id,slug,name,description,summary,displayInCharacterSheet
324,wizardspells,Spells,"**Spells:** A wizard casts arcane spells (the same type of spells available to sorcerers and bards), which are drawn from the sorcerer/wizard spell list. A wizard must choose and prepare her spells ahead of time.

To learn, prepare, or cast a spell, the wizard must have an Intelligence score equal to at least 10 + the spell level (Int 10 for 0-level spells, Int 11 for 1st-level spells, and so forth). The Difficulty Class for a saving throw against a wizard’s spell is 10 + the spell level + the wizard’s Intelligence modifier.

Like other spellcasters, a wizard can cast only a certain number of spells of each spell level per day. Her base daily spell allotment is given on the Spells per Day table. In addition, she receives bonus spells per day if she has a high Intelligence score.

Unlike a bard or sorcerer, a wizard may know any number of spells. She must choose and prepare her spells ahead of time by getting a good night’s sleep and spending 1 hour studying her spellbook. While studying, the wizard decides which spells to prepare.",A wizard casts arcane spells which are drawn from the sorcerer/wizard spell list. A wizard must choose and prepare her spells ahead of time.,true
327,woodlandstride,Woodland Stride,"**Woodland Stride (Ex):** A [var: classname] may move through any sort of undergrowth (such as natural thorns, briars, overgrown areas, and similar terrain) at her normal speed and without taking damage or suffering any other impairment. However, thorns, briars, and overgrown areas that have been magically manipulated to impede motion still affect her.",,true
330,awareness,Awareness,"+2 racial bonus on Listen, Search, and Spot checks. An [var: racenamelower] who merely passes within 5 feet of a secret or concealed door is entitled to a Search check to notice it as if she were actively looking for it. An [var: racenamelower]’s senses are so keen that she practically has a sixth sense about hidden portals.","+2 racial bonus on Listen, Search, and Spot checks.",true
333,bonusfeat,Bonus Feat,"1 extra feat at 1st level, because humans are quick to master specialized tasks and varied in their talents.","1 extra feat at 1st level, because humans are quick to master specialized tasks and varied in their talents.",true
336,bonusskillpoints,Bonus Skill Points,"4 extra skill points at 1^st^ level and 1 extra skill point at each additional level, since humans are versatile and capable. (The 4 skill points at 1^st^ level are added on as a bonus, not multiplied in)","4 extra skill points at 1st level and 1 extra skill point at each additional level, since humans are versatile and capable.",true
339,darkvision,Darkvision,"**Darkvision:** [var: raceplural] can see in the dark up to 60 feet. Darkvision is black and white only, but it is otherwise like normal sight, and [var: raceplurallower] can function just fine with no light at all.","can see in the dark up to 60 feet, in black and white only.",true
342,dwarfappraise,Dwarven Appraise Bonus,"+2 racial bonus on Appraise checks that are related to stone or metal items: Dwarves are familiar with valuable items of all kinds, especially those made of stone or metal.",+2 racial bonus on Appraise checks that are related to stone or metal items,true
345,dwarfcombat,Combat Techniques,"+1 racial bonus to attack rolls against orcs (including half-orcs) and goblinoids (including goblins, hobgoblins, and bugbears): Dwarves are trained in the special combat techniques that allow them to fight their common enemies more effectively.","+1 racial bonus to attack rolls against orcs (including half-orcs) and goblinoids (including goblins, hobgoblins, and bugbears)",true
348,dwarfcraft,Dwarven Craft Bonus,+2 racial bonus on Craft checks that are related to stone or metal: Dwarves are especially capable with stonework and metalwork.,+2 racial bonus on Craft checks that are related to stone or metal,true
351,dwarfdodgegiant,Dwarven Dodge Bonus,"+4 dodge bonus to Armor Class against monsters of the giant type (such as ogres, trolls, and hill giants): This bonus represents special training that [var: raceplurallower] undergo, during which they learn tricks that previous generations developed in their battles with giants. Any time a creature loses its Dexterity bonus (if any) to Armor Class, such as when it’s caught flat-footed, it loses its dodge bonus, too. The Monster Manual has information on which creatures are of the giant type.",+4 dodge bonus to Armor Class against monsters of the giant type,true
